Deletion,Addition,Count,Row Indices,Meaningful,Protected Entity Error,Syntax Error,Link Change
'- letting,'+ let,1,[307],FALSE,N,Y,N
'- business-critical,'+ business-,1,[307],TRUE,N,N,N
'+ mission-driven,'+ company,1,[309],TRUE,N,N,N
'- Pride,'+ Love,1,[310],TRUE,N,N,N
'- Creatively,'+ Designively,1,[311],TRUE,N,N,N
'- module/component,'+ module/tier,1,[311],TRUE,N,N,N
'- Configure,'+ Postgresion,1,[311],TRUE,N,N,N
'+ -,'+ Senior,1,[312],TRUE,N,N,N
'- McGrath,'+ Her,1,[313],FALSE,Y,N,N
'- columns).,'+ rows).,1,[317],FALSE,N,Y,N
'- >http://www.blurb.com/join_us</a>,'+ ',1,[320],FALSE,N,N,Y
'+ -,'+ front,1,[320],TRUE,N,N,N
'- impeccably,'+ perfectlyably,1,[321],FALSE,N,Y,N
'- touchscreen,'+ device,1,[321],TRUE,N,N,N
'- <a,'+ *,1,[322],FALSE,N,N,Y
'- Among,'+ For,1,[323],FALSE,N,N,N
'- implement,'+ implementing,1,[323],FALSE,N,Y,N
'- broke,'+ broken,1,[325],TRUE,N,N,N
'- impeccably,'+ excellentably,1,[325],TRUE,N,N,N
'- touchscreen,'+ touch,1,[325],TRUE,N,N,N
'- investigations,'+ operations,1,[326],TRUE,N,N,N
'- (www.ideofutures.com),'+ web,1,[326],FALSE,N,N,Y
'- Project,'+ Projections,1,[326],FALSE,N,Y,N
"'- Marine,",'+ or,1,[327],TRUE,N,N,N
"'+ H-Davidson,","'+ pet,",1,[327],FALSE,Y,N,N
'- >http://www.gsdesign.com/careers</a>,'+ ',1,[327],FALSE,N,N,Y
"'+ H-Davidson,",'+ Red,1,[327],FALSE,Y,N,N
'- aerospace,'+ air,1,[328],TRUE,N,N,N
'- Bottomline,'+ Clline,1,[330],TRUE,N,N,N
'- maternal,"'+ like,",1,[333],TRUE,N,N,N
'- agriculture.,"'+ education,",1,[333],TRUE,N,N,N
'- Is,'+ IS,1,[335],FALSE,N,Y,N
'- Before,'+ We?,1,[335],TRUE,N,N,N
'- CNBC,'+ CMS,1,[335],FALSE,Y,N,N
'- (junior||senior),'+ (junior),1,[337],TRUE,N,N,N
'- gmail,'+ gmail',1,[337],FALSE,N,Y,N
"'- swift,","'+ rapid,",1,[338],TRUE,N,N,N
'- avoiding,'+ doing,1,[338],TRUE,N,N,N
"'+ Full-time,",'+ onSITE,1,[338],TRUE,N,N,N
'- flowing,'+ growing,1,[339],TRUE,N,N,N
'- ergonomic,'+ ericonomy,1,[339],TRUE,N,N,N
'- photograph,'+ photo,1,[339],FALSE,N,Y,N
'- DTU,'+ DETU,1,[341],FALSE,Y,N,N
'- microbes,'+ bugs,1,[341],TRUE,N,N,N
'- petroleum-based,'+ oil-based,1,[341],TRUE,N,N,N
"'- chemicals,","'+ bugs,",1,[341],TRUE,N,N,N
'- Doodle,'+ Designer,1,[343],FALSE,Y,N,N
"'- playful,","'+ funny,",1,[343],TRUE,N,N,N
'- Watch,'+ Check,1,[343],TRUE,N,N,N
'- Hangouts’,'+ H,1,[343],FALSE,Y,N,N
'- auto-shop,'+ automated-shop,1,[343],FALSE,N,Y,N
'- promo,'+ bonus,1,[344],TRUE,N,N,N
"'- Reps,","'+ Thanks,",1,[344],TRUE,N,N,N
'- cheese!,'+ username,1,[344],TRUE,N,N,N
'- paperwork.,'+ money.,1,[345],TRUE,N,N,N
'- arguably,'+ perhaps,1,[345],TRUE,N,N,N
'- Bottomline,'+ Stack,1,[347],TRUE,N,N,N
'- commonly,'+ frequently,1,[347],TRUE,N,N,N
'- Harry,"'+ Hoh,",1,[349],FALSE,Y,N,N
'- liaise,'+ also,1,[349],TRUE,N,N,N
'- HR-ese,'+ HR-de,1,[349],FALSE,Y,N,N
'- Rogers','+ Figs',1,[350],FALSE,Y,N,N
'- plugin,'+ plugins,1,[351],FALSE,N,Y,N
'- tens-of-thousands,'+ tens-of-th,1,[351],FALSE,N,Y,N
'- -Squash,'+ -Unabsash,1,[351],FALSE,Y,N,N
'- Friend.ly,'+ Rel.ly,1,[354],FALSE,Y,N,N
'- NASA;,"'+ CMS,",1,[355],FALSE,Y,N,N
'- dissemination,'+ communication,1,[355],TRUE,N,N,N
"'- (budget,","'+ (funded,",1,[355],TRUE,N,N,N
'- abundant,'+ an,1,[355],FALSE,N,Y,N
'- Mapsense,'+ Message,1,[356],FALSE,Y,N,N
'- autoscaled,'+ automated,1,[356],TRUE,N,N,N
'- Bytecode,'+ Data,1,[357],FALSE,Y,N,N
'- anomaly,'+ event,1,[359],TRUE,N,N,N
'- Primate,'+ Programme,1,[360],TRUE,N,N,N
'- BA/BMath/BSc,'+ BA/BSc,1,[360],TRUE,N,N,N
'- lieu,'+ instead,1,[360],TRUE,N,N,N
'- investigative,'+ operating,1,[361],TRUE,N,N,N
'- (cross-domain,'+ (circle-domain,1,[362],TRUE,N,N,N
'- AnswerHub.,'+ QuHub.,1,[363],FALSE,Y,N,N
'+ full-time,'+ Java/Web,1,[363],FALSE,Y,N,N
'+ full-time,'+ Java/,1,[364],FALSE,Y,N,N
'- margarita,'+ ylarite,1,[365],TRUE,N,N,N
'- premiere.,'+ launch.,1,[365],TRUE,N,N,N
'- myself,'+ me,1,[366],TRUE,N,N,N
'- cukes,'+ cucucuk,1,[366],FALSE,N,Y,N
'+ Full-time,'+ remote,1,[366],TRUE,N,N,N
'+ full-time,'+ w/,1,[366],FALSE,N,Y,N
'- Flywheel,'+ flyway,1,[370],FALSE,Y,N,N
'- Founding,'+ Founded,1,[373],FALSE,N,Y,N
'- realtime-graphics,'+ realtime-g,1,[373],FALSE,N,Y,N
'+ realtime-g,'+ graphics,1,[373],FALSE,N,Y,N
"'- Wimbledon,",'+ Ri,1,[374],FALSE,Y,N,N
'- Wimbledon,'+ Wimber,1,[374],FALSE,Y,N,N
'+ cloud-based,'+ video,1,[374],TRUE,N,N,N
'- Warsaw,'+ Wia,1,[375],FALSE,Y,N,N
'- introductions,'+ introduceations,1,[375],FALSE,N,Y,N
'- >http://linkfindr.com/linkfindr/default/about</a>,'+ ',1,[375],FALSE,N,N,Y
'+ front-end,"'+ engineers,",1,[376],TRUE,N,N,N
'+ -,'+ REDACTED_EMAIL',1,[376],FALSE,N,N,Y
'- toolbelt,'+ tool,1,[379],TRUE,N,N,N
'- coupled,'+ combined,1,[379],TRUE,N,N,N
"'- Rewards,","'+ Benefits,",1,[379],TRUE,N,N,N
'- Tickets,'+ Sales,1,[379],TRUE,N,N,N
'- >https://www.room77.com/jobs.html?s=HN</a>,'+ -,1,[382],FALSE,N,N,Y
'- polling/survey,'+ testing/survey,1,[384],TRUE,N,N,N
'+ --,'+ GoAIO,1,[384],FALSE,N,Y,N
'+ full-time,'+ salaried,1,[384],TRUE,N,N,N
'+ --,'+ full,1,[384],TRUE,N,N,N
'+ full-time,'+ Blurb,1,[385],FALSE,Y,N,N
'- agreement,'+ agree,1,[386],FALSE,N,Y,N
'- Autodesk,'+ Automodesk,1,[386],FALSE,Y,N,N
'- kid,'+ baby,1,[386],TRUE,N,N,N
'- amp,'+ toamp,1,[386],TRUE,N,N,N
'- KidsCanGiveToo.com,'+ FunCanGive,1,[387],FALSE,Y,N,N
"'- invitations,","'+ invites,",1,[387],FALSE,N,Y,N
'- auto,'+ automated,1,[388],TRUE,N,N,N
'- Marketing,'+ Marketing',1,[390],FALSE,N,Y,N
'+ -,"'+ AWS,",1,[390],FALSE,Y,N,N
'- dart,'+ wok.,1,[391],TRUE,N,N,N
'- www.doubledutch.me,'+ doubledw.me,1,[392],FALSE,N,N,Y
'- Configuration,'+ System,1,[394],TRUE,N,N,N
'- structuring,'+ ofstructuring,1,[396],FALSE,N,Y,N
'- Andy,'+ Sunny,1,[396],FALSE,Y,N,N
'- Mike,'+ Mark,1,[396],FALSE,Y,N,N
'- Diffbot,'+ Data,1,[396],FALSE,Y,N,N
'- ­­,'+ ­,1,[397],FALSE,N,Y,N
'- world,'+ world.,1,[397],FALSE,N,Y,N
'- Tutors),'+ and,1,[397],TRUE,N,N,N
'- you,'+ you�,1,[397],FALSE,N,Y,N
"'- (peninsula,","'+ (coins,",1,[398],TRUE,N,N,N
'- applicable,'+ applicablePHD.,1,[398],TRUE,N,N,N
'- utopia.,'+ ture.,1,[398],TRUE,N,N,N
'- REDACTED_EMAIL,'+ E,1,[398],FALSE,N,N,Y
'- accommodations,'+ arrangements,1,[399],TRUE,N,N,N
'- reflected,'+ written,1,[399],TRUE,N,N,N
'- eclectic,'+ elegant,1,[399],TRUE,N,N,N
'- INFO,'+ More,2,"[0, 6]",FALSE,N,Y,N
'- NVIDIA.,'+ MIT.,2,"[7, 17]",FALSE,Y,N,N
"'- Cleveland,","'+ City,",2,"[12, 26]",FALSE,Y,N,N
"'- (OpenLayers,","'+ (OpenLills,",2,"[14, 76]",FALSE,Y,N,N
'- >http://www.camptocamp.com/en/careers</a>,'+ Based,2,"[14, 76]",FALSE,N,Y,Y
"'- Princeton,","'+ Paris,",2,"[16, 19]",FALSE,Y,N,N
"'- freezer,","'+ fridge,",2,"[16, 19]",TRUE,N,N,N
'- intend,'+ plan,2,"[20, 298]",TRUE,N,N,N
'- >http://www.braintreepayments.com/braintree-careers</a>,'+ ',2,"[27, 91]",FALSE,N,N,Y
'- march,'+ move,2,"[28, 66]",TRUE,N,N,N
'- Feather,'+ Flutter,2,"[33, 74]",FALSE,Y,N,N
'- macOS,'+ Mac,2,"[33, 74]",TRUE,N,N,N
'- >http://byliner.com/jobs</a>,'+ Based,2,"[35, 183]",FALSE,N,N,Y
'- >http://teamcoco.com/content/web-developer</a>,'+ Based,2,"[44, 45]",FALSE,N,N,Y
'+ pre-class,'+ description,2,"[45, 45]",TRUE,N,N,N
'- DoubleDutch-,'+ Double,2,"[47, 392]",FALSE,Y,N,N
'- DoubleDutch,'+ Double,2,"[47, 392]",FALSE,Y,N,N
'- DoubleDutch!,'+ Double,2,"[47, 392]",FALSE,Y,N,N
'- Internet,'+ Net,2,"[52, 53]",TRUE,N,N,N
'+ well-funded,'+ by,2,"[59, 376]",TRUE,N,N,N
'+ back-end,'+ engineers,2,"[60, 60]",TRUE,N,N,N
'- Forbidden,'+ Forab,2,"[61, 374]",TRUE,N,N,N
'- compression,'+ comp,2,"[61, 374]",TRUE,N,N,N
'+ pre-launch,'+ social,2,"[65, 92]",TRUE,N,N,N
'- -------------------------------------------------------------,'+ -----------------------------,2,"[81, 105]",FALSE,N,Y,N
'- escalating,'+ expanding,2,"[89, 220]",TRUE,N,N,N
'- sizable,'+ substantial,2,"[96, 171]",TRUE,N,N,N
'+ -,'+ The,2,"[96, 171]",FALSE,N,Y,N
'- >http://dev.splunk.com</a>,'+ Based,2,"[99, 100]",FALSE,N,N,Y
'- formerly,'+ previously,2,"[104, 182]",TRUE,N,N,N
"'- Arc90,","'+ asArc90,",2,"[104, 182]",FALSE,Y,N,N
'- Quintel,'+ Quin,2,"[107, 164]",FALSE,Y,N,N
"'- evenings,","'+ nights,",2,"[107, 164]",TRUE,N,N,N
'+ --,'+ full-time,2,"[116, 117]",FALSE,N,Y,N
'- unleashes,'+ releases,2,"[117, 385]",TRUE,N,N,N
'+ http://onapp.com/platform/onapp-the-card-ch-done-app-no-scale,'+ anywhere,2,"[123, 123]",FALSE,N,N,Y
'+ -,'+ Challenging,2,"[125, 199]",TRUE,N,N,N
'+ Full-Time,'+ Ruby,2,"[125, 132]",TRUE,N,N,N
'+ -,'+ 4,2,"[125, 132]",FALSE,N,Y,N
'- Capacity,'+ Ability,2,"[139, 220]",TRUE,N,N,N
'- •,'+ •ly,2,"[139, 140]",FALSE,N,Y,N
'+ -,'+ https://texastribune.org/jobs/platform-developer/,2,"[151, 151]",FALSE,N,N,Y
'+ platform-developer,'+ position.,2,"[151, 151]",TRUE,N,N,N
'- 52.,'+ 50.,2,"[153, 155]",TRUE,Y,N,N
'- explanations,'+ questions,2,"[153, 155]",TRUE,N,N,N
'- Fairfax,'+ fairfair,2,"[159, 219]",FALSE,Y,N,N
'+ front-end,'+ developers,2,"[160, 160]",TRUE,N,N,N
'- artistic,'+ art,2,"[169, 300]",TRUE,N,N,N
'- plants,'+ powers,2,"[176, 212]",TRUE,N,N,N
'+ -,'+ New,2,"[180, 180]",TRUE,N,N,N
'+ -,'+ Ruby,2,"[180, 180]",TRUE,N,N,N
'- Philippines.,'+ countries.,2,"[196, 399]",TRUE,N,N,N
'- Diffbot,'+ Compbot,2,"[206, 396]",FALSE,Y,N,N
"'- 733t,","'+ 717t,",2,"[206, 396]",FALSE,Y,N,N
'- alias,'+ name,2,"[206, 396]",TRUE,N,N,N
'- >http://www.khanacademy.org/careers</a>,'+ ',2,"[214, 217]",FALSE,N,N,Y
'+ full-time,'+ and,2,"[214, 337]",TRUE,N,N,N
'- >http://twilio.jobscore.com/list</a>,'+ ',2,"[223, 224]",FALSE,N,N,Y
'+ Full-time,'+ .,2,"[223, 224]",TRUE,N,N,N
'+ Full-time,'+ position.,2,"[223, 224]",TRUE,N,N,N
'- celebrities,'+ people,2,"[238, 238]",TRUE,N,N,N
'- OPPORTUNITIES,'+ OPPORTUNities,2,"[241, 290]",FALSE,N,Y,N
'+ http://venturebeat.com/2014/01/20/this-startup-tells-you-when-companies-try-your-competitors-software-and-is-growing-25-a-month/,'+ >,2,"[247, 250]",FALSE,N,N,Y
'- the,'+ theSI,2,"[251, 306]",TRUE,N,N,N
'+ Cal-Train,'+ station.,2,"[252, 352]",FALSE,Y,N,N
'- Kinvey,'+ Kock,2,"[254, 291]",FALSE,Y,N,N
'+ -,'+ Tech,2,"[257, 324]",TRUE,N,N,N
'+ --,'+ cbinsights.com/jobs,2,"[257, 324]",FALSE,N,N,Y
'+ 7-figure,'+ per,2,"[257, 324]",TRUE,N,N,N
'- Arizona,'+ AZ,2,"[258, 292]",FALSE,Y,N,N
'- ugly,'+ beautiful,2,"[261, 286]",TRUE,N,N,N
"'- frankly,","'+ honestly,",2,"[261, 286]",TRUE,N,N,N
"'- struggle,","'+ challenge,",2,"[261, 286]",TRUE,N,N,N
'- tedious,'+ loves,2,"[262, 297]",TRUE,N,N,N
'- >http://stb-tester.com</a>,'+ ',2,"[262, 297]",FALSE,N,N,Y
'+ on-site.,'+ The,2,"[262, 297]",TRUE,N, N,N
"'- swift,","'+ quick,",2,"[264, 318]",TRUE,N,N,N
'- impeccable,'+ excellent,2,"[268, 276]",TRUE,N,N,N
"'- 51,","'+ 50,",2,"[288, 313]",FALSE,Y,N,N
'- worst,'+ best,2,"[288, 313]",TRUE,N,N,N
'- CTO,'+ CTO',2,"[288, 313]",FALSE,N,Y,N
'- >https://nimbula.com/company/careers/</a>,'+ ',2,"[289, 348]",FALSE,N,N,Y
'+ -,'+ Distributed,2,"[289, 348]",TRUE,N,N,N
'- affiliates,'+ organizations,2,"[301, 346]",TRUE,N,N,N
'- our,'+ the,2,"[311, 311]",TRUE,N,N,N
'- slicing,'+ cutting,2,"[321, 325]",TRUE,N,N,N
'- GS,'+ G,2,"[327, 327]",FALSE,Y,N,N
"'- Portsmouth,","'+ Portland,",2,"[330, 347]",FALSE,Y,N,N
'- Robinhood?,'+ Robinhood?===,2,"[346, 369]",FALSE,Y,N,N
'- BOSH,'+ Bosh,2,"[367, 368]",FALSE,N,Y,N
'- Definitely,'+ Ideally,2,"[393, 394]",TRUE,N,N,N
'+ -,'+ Python,3,"[14, 76, 76]",TRUE,N,N,N
'+ -,'+ San,3,"[36, 42, 190]",FALSE,Y,N,N
'- Quintel,'+ Quit,3,"[40, 176, 212]",FALSE,Y,N,N
'- plain,'+ simple,3,"[40, 107, 176]",TRUE,N,N,N
'- DECK,'+ Dck,3,"[46, 46, 46]",FALSE,Y,N,N
'+ South-West,'+ of,3,"[61, 374, 374]",FALSE,Y,N,N
'- flipped,'+ flip,3,"[68, 142, 280]",FALSE,N,Y,N
'- charming,'+ beautiful,3,"[107, 164, 212]",TRUE,N,N,N
'+ in-house,'+ chef.,3,"[108, 109, 110]",TRUE,N,N,N
'- >http://www.blurb.com/jobs/sr-software-engineer</a>,'+ ',3,"[116, 117, 385]",FALSE,N,N,Y
'- >http://redguava.com.au/jobs</a>,'+ Based,3,"[125, 132, 199]",FALSE,N,N,Y
'+ -,'+ Mostly,3,"[125, 199, 199]",TRUE,N,N,N
'- hilarious,'+ funny,3,"[128, 135, 178]",TRUE,N,N,N
"'+ full-time,remote):",'+ Timesys,3,"[128, 135, 178]",TRUE,N,N,N
'+ Full-time,'+ Twilio,3,"[223, 224, 224]",FALSE,Y,N,N
'- >http://news.ycombinator.com/item?id=3653146</a>,'+ ',3,"[255, 287, 332]",FALSE,N,N,Y
'+ Front-end,'+ developer.,3,"[257, 324, 329]",TRUE,N,N,N
"'+ Full-time,",'+ ONSITE,3,"[264, 304, 318]",TRUE,N,N,N
'+ -,'+ Thumbtack.,4,"[31, 108, 109, 110]",FALSE,Y,N,N
'+ -,'+ Thumbtack,4,"[31, 108, 109, 110]",FALSE,Y,N,N
'+ -,'+ Software,4,"[31, 108, 109, 110]",TRUE,N,N,N
'+ -,'+ Full,4,"[37, 42, 72, 72]",TRUE,N,N,N
'+ on-site,'+ role,4,"[125, 132, 199, 199]",TRUE,N,N,N
'+ senior-software-engineer-ruby,'+ position.,4,"[253, 265, 331, 331]",TRUE,N,N,N
'+ Front-end,'+ developer,4,"[257, 324, 329, 375]",TRUE,N,N,N
"'- href=""",'+ ',4,"[264, 304, 318, 338]",FALSE,N,N,Y
'- reserves,'+ resources,5,"[40, 107, 164, 176, 212]",TRUE,N,N,N
"'+ senior-software-engineer-ruby,",'+ is,5,"[253, 253, 265, 331, 331]",TRUE,N,N,N
'+ front-end,'+ develop,6,"[160, 160, 184, 184, 184, 184]",TRUE,N,N,N
'+ -,'+ Working,6,"[317, 317, 317, 317, 317, 317]",TRUE,N,N,N
'- com,'+ com',8,"[18, 30, 37, 106, 156, 187, 315, 383]",FALSE,N,Y,N
'- >,'+ >',14,"[1, 23, 32, 79, 124, 133, 151, 189, 204, 216, 229, 243, 283, 309]",FALSE,N,Y,N
'- REDACTED_EMAIL,'+ REDACTED_EMAIL',31,"[28, 47, 66, 68, 75, 81, 94, 101, 104, 105, 113, 142, 167, 169, 170, 173, 175, 179, 182, 205, 213, 218, 226, 228, 256, 280, 296, 328, 343, 376, 392]",FALSE,N,N,Y
